epoch,train_loss,val_loss,train_acc,val_top1,val_top5
1,4.300190738912729,4.090529981994629,3.523846153846154,5.52,22.18
2,4.039315084545429,3.995299627685547,6.295384615384616,6.54,25.82
3,3.9241933549147388,4.001712873840332,7.743846153846154,6.36,25.540000000000003
4,3.7920577714773325,3.757496548843384,9.924615384615384,10.36,33.62
5,3.707746847504836,3.712837630081177,11.327692307692308,11.559999999999999,35.08
6,3.6354094552553615,3.618750227355957,12.700769230769232,12.58,38.0
7,3.5837474412771373,3.758407239151001,13.755384615384617,10.620000000000001,34.12
8,3.533065308820284,3.5764534637451173,14.525384615384615,14.2,40.2
9,3.508917517530001,3.5163709785461426,15.117692307692307,14.7,41.86
10,3.4838006549835203,3.4659735191345216,15.723076923076922,15.98,42.5
11,3.3232096839611347,3.2766631927490235,18.810769230769232,19.759999999999998,47.5
12,3.2776825598496657,3.263379768371582,19.592307692307692,19.88,47.96
13,3.2627982058305007,3.2510520858764647,20.176153846153845,19.98,48.14
14,3.248957805457482,3.232073356628418,20.30846153846154,20.7,48.559999999999995
15,3.2398474355257476,3.2259209281921386,20.53846153846154,20.919999999999998,48.36
16,3.227104621887207,3.222366945648193,20.94,20.9,48.6
17,3.216285458608774,3.218682166290283,21.053846153846152,21.12,49.04
18,3.2094411764291615,3.2185702709197996,21.18076923076923,20.5,49.24
19,3.2054567401592546,3.2071040229797365,21.317692307692308,21.26,49.519999999999996
20,3.196231998854417,3.189835120391846,21.58076923076923,21.18,49.68
21,3.182289990410438,3.1741231269836425,21.563846153846153,22.040000000000003,50.18
22,3.1678225451542783,3.1692576156616212,21.97076923076923,21.98,50.4
23,3.171074785379263,3.170537445831299,22.063846153846153,22.040000000000003,50.3
24,3.1688274213057297,3.1697553852081297,21.995384615384616,21.86,49.9
25,3.1677236295259914,3.174809711456299,22.106153846153845,21.64,50.38
26,3.1677691605201135,3.1765486152648927,21.99692307692308,22.3,50.54
27,3.1622323152395393,3.1677093734741213,22.173846153846156,22.439999999999998,50.760000000000005
28,3.164887983556894,3.169327500152588,22.04692307692308,21.9,50.260000000000005
29,3.163119121199388,3.1682237846374512,22.236153846153847,21.92,50.6
30,3.156813289026114,3.169123052215576,22.47230769230769,22.12,50.32
31,4.169341746638372,4.001828670501709,5.943076923076923,7.68,26.44
32,3.8990962315779467,3.7855372520446777,9.06846153846154,11.0,33.239999999999995
33,3.8514320319835957,3.9129945495605467,9.733846153846153,8.98,30.5
34,3.7866456876608043,3.7714207359313967,10.623076923076923,10.82,33.379999999999995
35,3.7845325611994816,3.7137652053833006,10.74846153846154,12.120000000000001,35.620000000000005
36,3.7218152437943677,3.810242416381836,11.853076923076923,10.12,32.68
37,3.720413319690411,3.6484633110046385,11.760769230769231,13.26,37.96
38,3.701011826970027,3.829512068939209,12.159230769230769,10.08,31.8
39,3.7320539478008565,3.8726545127868652,11.806153846153848,9.84,30.3
40,3.7842773322178767,3.7301981147766115,10.903846153846155,12.02,35.04
41,3.713896019979624,3.9849386779785156,11.786923076923078,7.720000000000001,25.779999999999998
42,3.7684175482823297,3.704858080291748,10.863076923076923,11.74,34.839999999999996
43,3.7104408517984244,3.667879056549072,11.933076923076923,12.5,37.18
44,3.709575250038734,3.700831561279297,11.634615384615385,11.86,36.08
45,3.709614080106295,3.676284094238281,11.772307692307692,12.44,37.019999999999996
46,3.675853458052415,3.6858668342590333,12.35153846153846,11.98,35.92
47,3.7202945683699387,4.066599822998047,11.673846153846155,8.12,25.759999999999998
48,3.714045971738375,3.8485742332458495,11.796923076923077,10.08,32.72
49,3.701040107345581,3.7226253120422363,11.955384615384615,11.66,35.02
50,3.699966752565824,3.8199276588439943,12.004615384615384,9.92,31.66
51,3.6757861569331243,3.9123712646484377,12.343076923076923,8.799999999999999,31.44
52,3.708943568068284,3.9007352767944337,11.923846153846155,9.76,30.06
53,3.703751571391179,3.7043782165527346,11.914615384615384,11.84,35.44
54,3.6841629826472357,3.7519480346679686,12.324615384615385,11.219999999999999,34.160000000000004
55,3.7258158267094537,3.751356652069092,11.766923076923078,11.959999999999999,34.9
56,3.693477222090501,3.704103364562988,12.394615384615385,12.78,36.22
57,3.7212346670590914,3.756525643157959,11.676153846153845,11.360000000000001,33.78
58,3.6889941265693076,3.636484097290039,12.166153846153845,13.200000000000001,37.5
59,3.7541083706782414,3.8309989517211913,11.399230769230769,9.3,31.259999999999998
60,3.7295720461038444,3.7132284980773926,11.460769230769232,11.940000000000001,35.32
61,3.5434721679100623,3.5158586860656738,14.497692307692308,15.120000000000001,40.239999999999995
62,3.4880480229597826,3.481452571105957,15.496153846153845,15.42,41.339999999999996
63,3.4606253244546745,3.4625399307250975,15.852307692307694,15.840000000000002,42.120000000000005
64,3.4462556492438683,3.4135059425354,16.142307692307693,16.439999999999998,43.34
65,3.4212820747375488,3.407827477264404,16.56923076923077,16.939999999999998,43.78
66,3.411368940910926,3.3861402465820314,16.765384615384615,17.06,44.56
67,3.3930992742391735,3.4143901443481446,17.101538461538464,17.06,43.68
68,3.3799967964172364,3.3793251502990724,17.454615384615384,17.22,45.12
69,3.370177361884484,3.3574615798950194,17.512307692307694,17.52,45.36
70,3.372903135064932,3.3586534156799317,17.723846153846154,17.86,45.5
71,3.3665339496025672,3.3626777473449705,17.586923076923078,17.88,45.06
72,3.363527499624399,3.386004623413086,17.90230769230769,18.099999999999998,44.16
73,3.3849200760474574,3.3726759872436523,17.396153846153847,17.28,44.940000000000005
74,3.3544536747565634,3.469932643508911,17.96846153846154,16.259999999999998,42.32
