epoch,train_loss,val_loss,train_acc,val_top1,val_top5
1,3.807702855476966,3.4808401962280273,11.634615384615385,17.78,42.78
2,3.2702009761223425,3.150745110321045,21.017692307692307,23.200000000000003,51.28
3,3.012572700324425,3.0250551876068115,25.966153846153844,25.240000000000002,55.02
4,2.833172668222281,2.8894923877716066,29.914615384615384,29.2,58.64
5,2.688769705552321,2.701307746505737,32.77384615384615,32.82,61.28
6,2.5732725197131816,2.677264154052734,35.37153846153846,33.160000000000004,63.12
7,2.4755476425464336,2.590836762237549,37.38461538461538,34.94,64.56
8,2.3840893370701717,2.496326954650879,39.35692307692308,36.28,66.06
9,2.3066042187617377,2.460281871032715,40.98230769230769,37.480000000000004,66.56
10,2.2361662550119252,2.3726031646728516,42.61538461538461,39.44,69.46
11,2.020511749179547,2.1750666179656983,47.40076923076923,43.78,72.61999999999999
12,1.9709475652547983,2.15715308303833,48.63,44.28,72.94
13,1.947326553916931,2.1384087432861327,49.300769230769234,44.519999999999996,73.26
14,1.9254570055154654,2.1210974090576173,49.63384615384616,44.96,73.88
15,1.9116904411902795,2.1224369464874266,49.926923076923075,45.34,73.64
16,1.892333884547307,2.106239398574829,50.31,45.660000000000004,74.46000000000001
17,1.8757793905404898,2.1151443025588987,50.80384615384615,45.379999999999995,74.14
18,1.8627407097743107,2.095879132461548,50.972307692307695,45.7,74.1
19,1.8498123421595647,2.0999389652252196,51.35153846153846,46.2,74.2
20,1.8378371947215153,2.0764001499176024,51.719230769230776,46.379999999999995,74.76
21,1.8059588254488432,2.0665688999176024,52.417692307692306,46.339999999999996,74.9
22,1.8004077373651357,2.0636702074050906,52.59076923076923,46.58,74.96000000000001
23,1.8049611745100755,2.064195468330383,52.33846153846153,46.56,75.02
24,1.801399423467196,2.0606760841369627,52.37461538461539,47.04,74.64
25,1.7972315495711106,2.0580390033721923,52.612307692307695,47.04,75.03999999999999
26,1.790910864991408,2.0571984577178957,52.675384615384615,47.06,74.98
27,1.7978535586137039,2.0665223693847654,52.64923076923077,46.72,74.86
28,1.7908219932556153,2.0648091094970704,52.69461538461538,46.5,74.82
29,1.788349346601046,2.0622600734710694,52.90692307692307,46.760000000000005,75.03999999999999
30,1.7915454860393818,2.0608872402191163,52.85307692307693,46.94,74.98
31,2.682150681187556,2.8423718299865723,33.81,30.64,60.6
32,2.3517368143521824,2.559144522857666,40.28846153846154,35.699999999999996,66.0
33,2.2005853372133695,2.427224008178711,43.38769230769231,38.379999999999995,68.08
34,2.1197205197994524,2.3291636003494265,45.143846153846155,40.82,70.78
35,2.0537069412231443,2.2375222637176515,46.77461538461539,42.480000000000004,72.36
36,1.9948471739842342,2.260642095565796,47.89153846153846,41.94,70.92
37,1.9525800040465136,2.233300473022461,49.01461538461538,43.0,72.18
38,1.906301736684946,2.209661557006836,50.03846153846154,43.419999999999995,72.5
39,1.8683439772385817,2.111425919342041,50.744615384615386,45.32,75.03999999999999
40,1.837545298737746,2.1758373638153077,51.567692307692305,43.66,73.42
41,1.8009832320726835,2.1330530000686645,52.491538461538454,45.26,73.76
42,1.7739556762548594,2.1340264551162718,52.94,45.76,74.32
43,1.745001699256897,1.979694225692749,53.68000000000001,47.88,77.44
44,1.7215031806505643,1.9623357763290405,54.21153846153847,49.16,77.08
45,1.7054676642931426,1.9746980403900147,54.693846153846145,48.5,76.82
46,1.6873063392199004,1.994103292274475,55.058461538461536,48.620000000000005,76.52
47,1.6620667258335995,1.9423854396820068,55.628461538461536,49.4,76.7
48,1.6489087384737455,1.9590869426727295,56.01153846153846,49.480000000000004,76.58
49,1.6275680466578557,1.9910518421173096,56.61000000000001,48.3,76.66
50,1.614914754662147,1.9700200439453126,56.840769230769226,48.94,76.66
51,1.6004487372911893,1.9319910512924194,57.38461538461539,50.22,77.60000000000001
52,1.581879306763869,1.9434721981048584,57.66923076923077,49.44,77.58
53,1.5700598604789147,1.9624024229049684,57.861538461538466,49.66,76.82
54,1.5563362335205078,1.9108957824707031,58.18923076923077,51.080000000000005,78.06
55,1.5474264244959905,1.9970111011505127,58.589999999999996,49.16,76.84
56,1.5363472151536208,1.9405368091583253,58.71615384615385,50.28,76.98
57,1.5257767715013943,1.9578872606277467,58.979230769230774,50.239999999999995,76.96
58,1.5128065237045287,1.9237021266937255,59.302307692307686,50.68,78.0
59,1.504142927991427,1.9463819690704345,59.60230769230769,51.080000000000005,77.18
60,1.5046356032004724,1.925588049697876,59.550000000000004,50.44,77.82
61,1.2558692603918222,1.5350293537139892,65.86615384615384,59.46,83.84
62,1.1720029082665078,1.5083537267684937,68.00384615384615,59.9,84.28
63,1.1346700207930345,1.4938574384689332,68.91615384615385,60.660000000000004,84.56
64,1.1174512239309458,1.4788054092407226,69.37384615384616,61.08,84.92
65,1.0975635400772095,1.4986755250930786,69.83,60.760000000000005,84.02
